produk	O
,	O
udah	O
mahal	O
(	O
15€	O
isi	O
150	O
ml	O
,	O
shampoo	B-PRO
Klorane	I-PRO|B-BRA
aja	O
cuman	O
7,50€	O
isi	O
200	O
ml	O
dan	O
emang	O
bagus	O
)	O
.	O
hasilnya	O
kulit	O
kepala	O
gue	O
panas	O
,	O
gatel	O
,	O
banyak	O
jerawat	O
di	O
kulit	O
kepala	O
&	O
makin	O
rontok	O
!	O

Setuju	O
Dit	O
,	O
wanginya	O
produk	O
kerastase	B-BRA
itu	O
emang	O
beda	O
!	O

Gue	O
rasa	O
sih	O
kebanyakan	O
udah	O
pada	O
kenal	O
ya	O
sama	O
produk	O
pencuci	O
rambutnya	O
Natur	B-BRA
.	O
Natur	B-BRA
ini	O
tidak	O
menggunakan	O
bahan	O
kimia	O
seperti	O
deterjen	O
,	O
pewarna	O
buatan	O
,	O
dll	O
tapi	O
menggunakan	O
bahan-bahan	O
alami	O
yang	O
lebih	O
ramah	O
untuk	O
rambut	O
dan	O
kulit	O
kepala	O
kita	O
.	O
Jadi	O
kalo	O
kalian	O
mencari	O
produk	O
rambut	O
yang	O
natural	O
,	O
tepat	O
banget	O
nih	O
pake	O
Natur	B-BRA
.	O

Oiya	O
selain	O
shampoo	O
,	O
Natur	B-BRA
juga	O
punya	O
conditioner	O
dan	O
hair	O
tonic	O
.	O
Udah	O
ada	O
yg	O
pernah	O
nyoba	O
?	O
Share	O
di	O
sini	O
ya..terutama	O
yg	O
dapet	O
dari	O
goodie	O
bag	O
dan	O
doorprize	O
pas	O
Kelas	O
Dandan	O
kemarin	O
nih	O

Katanya	O
sih	O
Natur	B-BRA
ada	O
3	O
macem	O
ya	O
?	O
Yang	O
pake	O
ginseng	O
,	O
aloe	B-TYP
vera	I-TYP
sama	O
apaa	O
gitu	O
satunya	O
.	O

yang	O
kemaren	O
di	O
goody	B-BRA
bag	O
ada	O
sabun	O
mandi	O
di	O
botol	O
gepeng	O
kecil	O
,	O
itu	O
dari	O
Natur	B-BRA
jugakah	O
?	O

gue	O
pake	O
natur	B-BRA
ga	O
ngaru	O

baru	O
tau	O
sekarang	O
klo	O
varian	O
dan	O
produk	O
natur	B-BRA
udah	O
banyak	O
,	O
dulu	O
kayaknya	O
cm	O
ada	O
satu	O
jenis	O
yang	O
warna	O
coklat	O
(	O
ginseng	O
yah	O
)	O
yang	O
buat	O
rambut	O
rontok	O
...	O
nyokap	O
gw	O
pemakai	O
setia	O
natur	B-BRA
,	O
gw	O
dulu	O
suka	O
nyobain	O
tapi	O
emang	O
ga	O
suka	O
ama	O
bau	O
jamunya	O
hihihi	O
...	O
.	O

Gw	O
dulu	O
pernah	O
pake	O
natur	B-BRA
,	O
tapi	O
dasar	O
jaman	O
dulu	O
,	O
mau	O
nya	O
sampo	O
yg	O
banyak	O
busa	O
nya	O
,	O
nah	O
natur	B-BRA
kan	O
irit	O
busa	O
,	O
jadi	O
gw	O
beralih	O
ke	O
sampo	O
lain	O
deh	O
...	O

Aku	O
lg	O
pake	O
shampoo	B-PRO
sunsilk	I-PRO|B-BRA
yg	O
kuning.rambut	O
lg	O
kering	O
dan	O
jigrag	O
kyk	O
singa	O
soalnya	O

kurang	O
begitu	O
cocok	O
ama	O
Sunsilk..	O
entah	O
mengapa	O
hasilnya	O
lbh	O
bagus	O
pake	O
Dove	B-BRA
,	O
aneh	O
yah	O
padahal	O
sama2	O
keluaran	O
Unilever	O
,	O
tp	O
kl	O
Dove	B-BRA
bisa	O
bikin	O
rambut	O
lbh	O
nurut	O
aja	O

gw	O
ga	O
cocok	O
pake	O
shampoo	B-PRO
sunsilk	I-PRO|B-BRA
yg	O
mana	O
pun	O
,	O
varian2	O
lama	O
sih	O
,	O
soalnya	O
habis	O
itu	O
gw	O
berhenti	O
.	O

bikin	O
lengket	O
ga	O
si	O
keratase	B-BRA
itu	O
?	O

aku	O
pernah	O
coba	O
loreal	B-BRA
punya	O
,	O
lengket	O
buu	O
pas	O
dipake	O
dan	O
rambut	O
jadi	O
kaku	O

dulu	O
waktu	O
pake	O
Kerastase	B-BRA
,	O
sama	O
sekali	O
ga	O
masalah	O
...	O
trus	O
berhubung	O
di	O
sini	O
susah	O
cari	O
kerastase	B-BRA
,	O
gue	O
ganti	O
ke	O
Loreal	B-PRO|B-BRA
Vive	I-PRO|B-TYP
Pro	I-PRO|I-TYP
yang	O
buat	O
rambut	O
gelombang	O
,	O
yang	O
katanya	O
bisa	O
bikin	O
rambut	O
kliatan	O
cling2	O
n	O
combat	O
frizzy	O
gitu	O
.	O

Gw	O
beli	O
Kerastase-nya	O
ntr	O
klo	O
yg	O
ini	O
uda	O
abis	O
aja	O
,	O
iya	O
sih	O
pas	O
gw	O
jln2	O
di	O
mal	O
,	O
tnyata	O
salonnya	O
pd	O
jual	O
Kerastase	B-BRA
.	O

aku	O
seh	O
pake	O
kerastase	B-BRA
...	O
yang	O
paling	O
ngarus	O
hair	O
tonic	O
yang	O
di	O
botol	O
kecil2	O
itu	O
...	O
tapi	O
kayaknya	O
jangan	O
nurutin	O
untuk	O
sekali	O
pake	O
langsung	O
di	O
abisin	O
deh	O
...	O
dikit2	O
aja	O
pake	O
nya	O
udah	O
cukup	O
...	O
kalau	O
di	O
aku	O
itu	O
ngaruh	O
banget	O
buat	O
berentiin	O
rontok	O
...	O
ga	O
bakal	O
langsung	O
berenti	O
seh	O
tapi	O
jumlahnya	O
berkurang	O
dikit2	O
...	O
.	O

gue	O
pk	O
kerastase	B-BRA
,	O
sembuh	O
aja	O
...	O
tanpa	O
perawatan	O
dr	O
yg	O
proff	O
...	O

ga	O
tau	O
nih	O
pake	O
yang	O
Kerastase	B-PRO|B-BRA
Bain	I-PRO|B-TYP
Divalent	I-PRO|I-TYP
,	O
awalnya	O
sih	O
emang	O
cocok	O
banget	O
,	O
eeh	O
uda	O
lebih	O
dari	O
stengah	O
botol	O
gtu	O
,	O
rambut	O
gw	O
dah	O
mulai	O
cepet	O
lepek	O
,	O
,	O

aku	O
udh	O
lama	O
bgt	O
pengen	O
nyoba	O
dry	O
shampoo	O
,	O
kalo	O
murah	O
sih	O
kayak	O
nya	O
si	O
batiste	B-BRA
itu	O
yaah..	O
tapi	O
aku	O
br	O
nyoba	O
tadi	O
punya	O
tmnku	O
si	O
Klorane	B-BRA
bagus	O
sekali	O
!	O
!	O
huahaha	O
aku	O
suka	O
bgt	O
bikin	O
bervolume	O
dan	O
halussss	O
...	O
cuma	O
msh	O
penasaran	O
sm	O
si	O
batiste..	B-BRA
sama	O
si	O
oscar	B-BRA
blandi	I-BRA
juga	O
bagus	O
ya	O
katanya	O
dia	O
dpt	O
award	O
the	O
best	O
dry	O
shampoo	O
gt	O
kan	O
di	O
allure	O
magz..	O

Iyaa	O
,	O
gw	O
juga	O
pake	O
batiste	B-BRA
,	O
beli	O
skitar	O
60rb-an	O
.	O

Dulu	O
taunya	O
dari	O
temen2	O
gw	O
yg	O
chinnesse	O
,	O
katanya	O
kalo	O
abis	O
melahirkan	O
ga	O
boleh	O
keramas	O
40hari	O
,	O
nah	O
,	O
mereka	O
pada	O
pake	O
batiste	B-BRA
ini	O
.	O
Pas	O
gw	O
k	O
babyshop	O
liat	O
dry	O
shampoo	O
ini	O
,	O
maka	O
masuk	O
lah	O
ke	O
keranjang	O
belanja	O
.	O
Padahal	O
mah	O
,	O
abis	O
mlahirkan	O
gitu	O
gw	O
mah	O
teteeep	O
keramas	O
every	O
other	O
day	O

klorane	B-BRA
neh	O
bnyk	O
review	O
ga	O
bagus	O
yak	O
,	O
yasud	O
ga	O
jd	O
cobain	O
dia..girls	O
,	O
onlen	O
shop	O
yg	O
jualan	O
si	O
batiste	B-BRA
ada	O
ga	O
sih	O
?	O
klo	O
ga	O
nitip	O
dong	O
,	O
hehehhehe	O

Kemarin	O
aku	O
ke	O
mall	O
ambasador	O
di	O
itc	O
nya	O
ada	O
toko	O
Holly	B-BRA
Cosmetic	I-BRA
aku	O
liat	O
disitu	O
ada	O
mousse	B-PRO
merk	I-PRO
goldwell	I-PRO|B-BRA
,	O
itu	O
bagus	O
ya..	O
?	O

Aku	O
dulunya	O
pake	O
dove	B-PRO|B-BRA
oil	I-PRO
dan	O
lumayan	O
puas	O
sama	O
hasilnya	O
.	O
Tapi	O
sejak	O
rambutku	O
sempet	O
dikeriting	O
dan	O
rusak	O
parah	O
,	O
kasar	O
,	O
ujungnya	O
kering	O
,	O
si	O
dove	B-BRA
ini	O
kurang	O
nampol	O
buat	O
rambutku	O
.	O
Akhirnya	O
disaranin	O
sm	O
temenku	O
pake	O
loreal	B-PRO|B-BRA
mythic	I-PRO|B-TYP
oil	I-PRO|I-TYP
dan	O
sukaaa	O
sampe	O
sekarang	O

-	O
pensil	B-PRO
alis	I-PRO
fanbo	I-PRO|B-BRA
(	O
yg	O
warna	O
merah	O
)	O

hmmm	O
...	O
.kalo	O
gue	O
sih	O
Stila	B-PRO|B-BRA
e/s	I-PRO
**maaf	O
yah	O
Deb	O
...	O
maaf	O
...	O
salah	O
satunya	O
palet	O
yg	O
beli	O
sama	O
lo	O
...	O
heheheheh**	O
.	O
Gue	O
ga	O
pantessss	O
bgt	O
pake	O
e/s	B-PRO
stila	I-PRO|B-BRA
tll	O
shimmery	O
di	O
gue	O
,	O
jd	O
kesannya	O
dekil	O
.	O
Gue	O
pikir	O
gue	O
aja	O
yg	O
terlampau	O
geblek	O
pake	O
nya	O
...	O
tnyata	O
pake	O
MAC	B-BRA
,	O
engga	O
tuh	O
...	O
.hihihihi	O
.	O

Semua	O
produk	O
Oriflame	B-BRA

vaseline	B-PRO|B-BRA
petroleum	I-PRO
jelly	I-PRO

-	O
pensil	B-PRO
alis	I-PRO
revlon	I-PRO|B-BRA
yg	O
entah	O
sudah	O
berapa	O
batang	O
,	O
mulai	O
pake	O
sejak	O
kuliah	O

-	O
marcks	B-PRO|B-BRA
l/p	I-PRO

Sedikit	O
berkurang	O
intensitas	O
warnanya	O
yang	O
dibagian	O
dalem	O
jadi	O
gak	O
se	O
hitam	O
pas	O
pertama	O
pake	O
tapi	O
masih	O
belum	O
yakin	O
itu	O
salahnya	O
si	O
eyeliner	O
apa	O
karena	O
aku	O
dari	O
awal	O
pakenya	O
buru-buru	O
jadi	O
kurang	O
rapi	O
nge	O
fill	O
nya	O
.	O
Yang	O
bikin	O
aku	O
impressed	O
itu	O
si	O
eyeliner	B-PRO
Viva	I-PRO|B-BRA
gak	O
kalah	O
sama	O
eyeliner	O
Kji	O
&	O
Co	O
dan	O
Stila	B-BRA
punya	O
di	O
segi	O
staying	O
power	O
dari	O
pengalamanku	O
pake	O
produk-produk	O
itu	O
.	O
Dengan	O
harga	O
30-40rb	O
an	O
sepertinya	O
gak	O
nyesek-nyesek	O
amat	O
kalo	O
gak	O
cocok	O
.	O
Unless	O
you	O
have	O
issues	O
with	O
cheap	O
products	O
then	O
you	O
do	O
you	O
.	O

Kl	O
utk	O
eyeliner	O
,	O
aku	O
suka	O
pake	O
etude	B-BRA
punya	O
,	O
murah	O
tapi	O
bagus	O
hassil	O
nya	O
yg	O
oh	O
my	O
liner	O
...	O
sama	O
lancome	B-BRA
punya	O
yg	O
liquid	O
liner	O
juga	O
aku	O
ssuka	O
hasillnya	O
...	O
yg	O
pasti	O
sama2	O
gaa	O
bleber	O
n	O
jiplak	O
krn	O
area	O
kelopak	O
maata	O
ku	O
nmpk	O
nya	O
berminyaak	O
kl	O
pk	O
eyeliner	O
gel	O
pasti	O
jiplak	O

kalo	O
maybelline	B-BRA
kan	O
banyak	O
juga	O
tuh	O
eyeshadownya	O
,	O
,	O

Ini	O
ngebandingin	O
dari	O
sampel	O
pigmen	O
dan	O
e/s	B-PRO
PAC	I-PRO|B-BRA
yang	O
pernah	O
gue	O
coba	O
.	O

MAC	B-PRO|B-BRA
Nocturnelle	I-PRO|B-TYP
=	O
NYX	B-PRO|B-BRA
Beauty	I-PRO|B-TYP
Queen	I-PRO|I-TYP

-	O
Shu	B-PRO|B-BRA
Uemura	I-PRO|I-BRA
Eyelash	I-PRO
Curler	I-PRO

aku	O
ga	O
punya	O
lipstik	O
merah	O
.	O
tapi	O
setelah	O
baca	O
postingannya	O
koukla	O
,	O
jadi	O
penasaran	O
sama	O
MAC	B-BRA
ini	O
!	O
!	O

Dulu	O
gue	O
team	O
jordana	O
mascara	O
,	O
lalu	O
ketemu	O
mascara	B-PRO
Inez	I-PRO|B-BRA
yg	O
bungkusnya	O
gold	O
(	O
lupa	O
seri	O
apa	O
,	O
tar	O
edit	O
deh	O
)	O
Dan	O
batalin	O
niat	O
PO	O
jordana	O
.	O
Ini	O
gue	O
pake	O
sekitar	O
3	O
coat	O
,	O
pake	O
acara	O
disisir	O
dan	O
dijepit	O
dulu	O
sih	O
tp	O
seneng	O
bgt	O
gue	O
sm	O
finishnya	O
,	O
ga	O
clumpy	O
kayak	O
Maybelline	B-BRA
tp	O
keliatan	O
bervolume	O
.	O
Please	O
abaikan	O
tahi	O
lalat	O
gue	O
.	O
Hahaha	O

Thread	O
ini	O
khusus	O
lipstik-lipstik	O
dengan	O
finish	O
matte	O
,	O
misalnya	O
NYX	B-PRO|B-BRA
Matte	I-PRO
Lipstick	I-PRO
atau	O
Burberry	B-PRO|B-BRA
Lip	I-PRO
Velvet	I-PRO
.	O
Karena	O
matte	O
adalah	O
tekstur/finish	O
dan	O
bukan	O
warna	O
,	O
maka	O
tentunya	O
thread	O
ini	O
difokuskan	O
pada	O
tekstur	O
ya	O
,	O
less	B-BRA
focus	O
on	O
the	O
colours	O
please	O
.	O

Nyx	B-PRO|B-BRA
SMLC	I-PRO|B-TYP

nyx	B-PRO|B-BRA
smlc	I-PRO|B-TYP
:	O
ugh	O
despite	O
the	O
cons	O
(	O
yg	O
warna	O
gelap2	O
klo	O
abis	O
makan	O
cenderung	O
bubar	O
,	O
patchyness	O
in	O
dark	O
colors	O
too	O
)	O
,	O
i	O
still	O
like	O
these	O
.	O
gue	O
ngga	O
ada	O
masalah	O
sama	O
keringnya	O
produk	O
ini	O
,	O
but	O
i	O
know	O
some	O
people	O
do	O
.	O

Wnw	B-PRO|B-BRA
megalast	I-PRO|B-TYP
:	O
punya	O
beberapa	O
shade	O
ada	O
yg	O
terasa	O
kesat	O
di	O
bibir	O
ada	O
yang	O
glides	O
on	O
smoothly	O
.	O
For	O
that	O
price	O
,	O
i	O
wo	O
n't	O
complaint	O
.	O

-	O
BRTC	B-PRO|B-BRA
Aqua	I-PRO|B-TYP
Rush	I-PRO|I-TYP
BB	I-PRO
Cream	I-PRO

-	O
sk-ii	B-PRO|B-BRA
facial	I-PRO
foam	I-PRO

-	O
dove	B-PRO|B-BRA
facial	I-PRO
foam	I-PRO

-	O
nivea	B-PRO|B-BRA
lip	I-PRO
balm	I-PRO

-	O
sk-ii	B-PRO|B-BRA
facial	I-PRO
foam	I-PRO

-	O
acnes	B-PRO|B-BRA
facial	I-PRO
foam	I-PRO

-	O
Olay	B-PRO|B-BRA
Total	I-PRO|B-TYP
Effect	I-PRO|I-TYP

-	O
Estee	B-PRO|B-BRA
Lauder	I-PRO|I-BRA
ANR	I-PRO|B-TYP

serum	O
:	O
SKII	B-PRO|B-BRA
FTE	I-PRO|B-TYP
&	O
Olay	B-PRO|B-BRA
Regenerist	I-PRO|B-TYP

Penah	O
nyobain	O
clean	B-BRA
n	I-BRA
clear	I-BRA
tp	O
di	O
diriku	O
malah	O
bruntusan+dipake	O
rada	O
clekit2	O
aneh	O
gmn	O
.	O
Mungkin	O
itu	O
artinya	O
muka	O
gue	O
sensi	O
x	O
ya	O
.	O

mau	O
beli	O
cetaphil	B-BRA
dimana	O
ya	O
?	O
plus	O
harganya	O
disini	O
berapa	O
soalnya	O
dikasiin	O
tante	O
,	O
udah	O
mau	O
habis	O
...	O
...	O
.kasi	O
info	O
ya	O
makasi	O
.	O

Produk	O
Eropa	O
macam	O
Bioderma	B-BRA
,	O
Avene	B-BRA
,	O
LRP	B-BRA
,	O
Vichy	B-BRA
,	O
Eucerin	B-BRA
,	O
Sebamed	B-BRA
emang	O
ditujukan	O
utk	O
kulit2	O
Eropa	O
yg	O
sensitif	O
.	O
Tp	O
itupun	O
ngga	O
semuanya	O
bener2	O
mild	O
and	O
gentle	O
krn	O
mereka	O
jg	O
ngeluarin	O
bbrp	O
line	O
yg	O
ada	O
activenya	O
mcm	O
anti-aging	O
dll	O
.	O
However	O
,	O
klo	O
liat	O
produk2	O
awal	O
mrk	O
,	O
almost	O
all	O
of	O
them	O
are	O
gentle	O
and	O
mild	O
dan	O
ditujukan	O
utk	O
kulit	O
sensitif	O
dan	O
penderita	O
Eczema	O
atau	O
Rosacea	O
atau	O
psoriasis	O
.	O

OK	O
deh	O
bu	O
.	O
Gw	O
baca	O
review	O
DHC	B-BRA
ini	O
katanya	O
OK	O
banget	O
.	O
Termasuk	O
salah	O
satu	O
most	O
popular	O
produk	O
dr	O
DHC	B-BRA
,	O
ada	O
kandungan	O
virgin	O
olive	O
oil	O
tapi	O
ga	O
bikin	O
lengket.Ada	O
yg	O
pernah	O
nyobain	O
ga	O
?	O

2	O
.	O
Olay	B-PRO|B-BRA
White	I-PRO|B-TYP
Radiance	I-PRO|I-TYP

Yg	O
pernah	O
d	O
pake	O
olay	B-PRO|B-BRA
total	I-PRO|B-TYP
white	I-PRO|I-TYP
:	O
enak	O
hsilnya	O
smooth	O
sh	O
d	O
muka	O
yg	O
super	O
kering	O
n	O
oily	O
d	O
T	O
zone	O
tp	O
krn	O
g	O
ad	O
prubhan	O
yg	O
brarti	O
y	O
gnti	O
dh	O
.	O
trus	O
pake	O
ponds	O
flawless	O
:	O
ini	O
enak	O
jg	O
g	O
bkin	O
bruntusan	O
n	O
bkin	O
mka	O
putihan	O
sama	O
bekas	O
jrawat	O
ilang	O
tp	O
pas	O
apply	O
d	O
jidat	O
jd	O
kyk	O
ada	O
brinjilan	O
putih	O
g	O
tau	O
knp	O
kn	O
jd	O
kurang	O
gmn	O
gt	O
.	O
makanya	O
mw	O
cri	O
yg	O
murmer	O
n	O
gampang	O
ddpet	O
sh	O
skalian	O
night	O
cream	O
beda	O
merk	O
jg	O
gpp	O
kli	O
ad	O
jeung2	O
skalian	O
ada	O
yg	O
bisa	O
kash	O
sya	O
msukan	O
bwt	O
kulit	O
sya	O
yg	O
super	O
dry	O
tp	O
oily	O
d	O
Tzone	O
ini	O

Mitu	B-PRO|B-BRA
Finesse	I-PRO|B-TYP
itu	O
nyari	O
di	O
mana-mana	O
nggak	O
ada	O
di	O
Jogja	O

klo	O
buat	O
badan	O
sih	O
masih	O
suka	O
pake	O
Dove	B-BRA
,	O
selang	O
seling	O
sm	O
body	O
wash	O
lain	O

Aku	O
pake	O
yang	O
SKII	B-PRO|B-BRA
Cleansing	I-PRO
Gel	I-PRO
sih	O
teksturnya	O
aku	O
juga	O
suka	O
,	O
melt	O
in	O
our	O
warm	O
skin	O
,	O
tapi	O
karena	O
lebih	O
ringan	O
banding	O
balm	O
,	O
jadi	O
cepet	O
banget	O
abisnya	O
.	O
Juni	O
beli	O
,	O
sekarang	O
udah	O
tinggal	O
1/4	O
kurang	O
deh	O
(	O
bulan	O
September	O
)	O
untuk	O
harga	O
320rb	O

padahal	O
udah	O
beli	O
sk	B-PRO|B-BRA
ii	I-PRO|I-BRA
cleansing	I-PRO
gel	I-PRO
ama	O
yg	O
cream	O
ga	O
ngaruh	O
juga	O
ama	O
jerawat	O
,	O
pake	O
cetaphil	B-BRA
bikin	O
ladang	O
minyak	O
,	O
yo	O
wis	O
lah	O
klo	O
muka	O
maunya	O
yg	O
murah	O

Makeup	O
remover	O
:	O
Loreal	B-BRA
(	O
tapi	O
lagi	O
nyari	O
alternatif	O
lainnya	O
,	O
yg	O
harganya	O
lebih	O
bersahabat	O
tapi	O
dengan	O
kualitas	O
bagus	O
XD	O

yg	O
kerastase	B-BRA
itu	O
mau	O
juga	O
donk	O
range	O
harganya..	O
tQ..	O

kerastase	B-BRA
ok	O
kok	O
...	O
.gue	O
termasuk	O
yg	O
kerastase	B-BRA
addict	O
.	O
pake	O
shampoo	O
apaaaa	O
aja	O
berasanya	O
kurang	O
mulu	O
sejak	O
pake	O
kerastase	B-BRA
...	O
makanya	O
seneng	O
pake	O
natur	B-BRA
ini..krn	O
berasa	O
bgt	O
pas	O
keramas	O
,	O
rontoknya	O
gak	O
byk..	O

padahal	O
gue	O
juga	O
udah	O
eneg	O
bgt	O
sama	O
packagingnya	O
...	O
hehehe	O
pingin	O
beli	O
yg	O
baru	O
.	O
yg	O
ini	O
udah	O
dekil	O
.	O
gue	O
rasa	O
yahhh	O
malah	O
lbh	O
loh	O
dr	O
9	O
bln	O
.	O
soalnya	O
gue	O
pake	O
kerastase	B-BRA
udah	O
hmmm	O
1.5	O
thn	O
lbh	O
.	O
gue	O
punya	O
2	O
tube	O
condie	O
.	O
yg	O
di	O
jkt	O
msh	O
ada	O
1/2	O
kali	O
.	O
yg	O
di-sini	O
tgl	O
dikit	O
tp	O
kagak	O
abis2	O
...	O
heran	O
gue	O
juga	O
.	O

sebenernya	O
gue	O
ga	O
tau	O
sih	O
keadaan	O
rambut	O
gue	O
sekarang	O
gimana	O
.	O
kayaknya	O
sih	O
normal2	O
aja	O
.	O
gue	O
sempet	O
make	O
shampoo	B-PRO
kerastase	I-PRO|B-BRA
itu	O
kira2	O
sebulan	O
,	O
tapi	O
ga	O
tau	O
kenapa	O
gue	O
ngerasa	O
shampoo	O
itu	O
malah	O
bikin	O
rambut	O
gue	O
jadi	O
berantakan	O
&	O
kalo	O
udah	O
berantakan	O
gitu	O
jadi	O
cepet	O
rontok	O
.	O
dan	O
kulit	O
kepala	O
gue	O
jadi	O
cepet	O
berminyak	O
.	O
jadi	O
kadang	O
suka	O
gue	O
selang	O
seling	O
ama	O
shampoo	B-PRO
sunsilk	I-PRO|B-BRA
yang	O
untuk	O
hair-fall	O
itu	O
.	O

daaann..	O
gue	O
ngerasa	O
justru	O
shampoo	B-PRO
sunsilk	I-PRO|B-BRA
itu	O
malah	O
bikin	O
rambut	O
gue	O
jadi	O
lebih	O
bagus	O
jatohnya	O
.	O
waktu	O
pake	O
kerastase	B-BRA
,	O
asli	O
deh	O
gue	O
berasa	O
bad	O
hair	O
day	O
mulu..	O

shin	O
,	O
justru	O
gue	O
nyoba	O
yg	O
kerastase	B-BRA
ini	O
cocok	O
,	O
kulit	O
kepala	O
jadi	O
ga	O
terlalu	O
berminyak	O
.	O

apa	O
mesti	O
coba	O
kerastase	B-BRA
ya	O
?	O
harganya	O
brp	O
tuh	O
ya	O
yg	O
untuk	O
kepala	O
minyak	O
dan	O
rambut	O
kering	O
?	O

Furatasse	B-BRA
ini	O
adalah	O
brand	O
untuk	O
produk	O
perawatan	O
rambut	O
,	O
made	O
in	O
spain	O

furatasse	B-BRA
(	O
dot	O
)	O
com	O
sama	O
furatasse	B-BRA
(	O
dot	O
)	O
com	O
(	O
dot	O
)	O
my	O

tin_nit	O
,	O
wuah	O
beruntung	O
bgt	O
yah	O
say..mgkn	O
memang	O
kamu	O
ditakdirkan	O
harus	O
mencoba	O
produk	O
furatasse	B-BRA

heidi	O
,	O
PO	O
iktn	O
SR	O
?	O
no	O
no	O
no	O
...	O
uda	O
beneran	O
shopping	O
ban	O
aku..	O
X_X	O
so	O
far	O
progress	O
kamu	O
gmn	O
say	O
pake	O
fura	B-BRA
ini	O
sampai	O
detik	O
ini	O
?	O

heidi	O
,	O
before	O
pake	O
fura	B-BRA
apakah	O
juga	O
segitu	O
rontoknya	O
?	O
kamu	O
keramasnya	O
tiap	O
hari	O
?	O

tp	O
si	O
fura	B-BRA
bikin	O
kering	O
or	O
nyangkut2	O
gitu	O
ga	O
?	O
soalnya	O
aku	O
klo	O
ga	O
pake	O
condi	O
jd	O
nyangkut2+kusut	O
klo	O
d	O
tarik	O
makin	O
rontok	O
deh	O
(	O

brarti	O
beli	O
fura	B-BRA
ini	O
,	O
kamu	O
kena	O
ongkir	O
dobel	O
yah	O
,	O
say	O
?	O

Aku	O
memang	O
dasarnya	O
ga	O
rontok	O
parah	O
dearrr	O
,	O
pake	O
fura	B-BRA
krn	O
pgn	O
pny	O
rambut	O
lbh	O
byk	O
.	O
Jd	O
bkn	O
krn	O
pake	O
fura	B-BRA
trus	O
stop	O
rontok	O
krn	O
memang	O
rontok	O
bukan	O
basic	O
problemku	O

btw	O
yah	O
,	O
emanknya	O
kalo	O
pake	O
furatasse	B-BRA
,	O
kantong	O
nya	O
ndak	O
jebol	O
kah	O
,	O
say	O
?	O

Halo	O
,	O
mo	O
nanya	O
kl	O
mo	O
pesen	O
si	O
fura	B-BRA
ini	O
cm	O
bs	O
lewat	O
ig	O
y	O
?	O
Ada	O
yang	O
tau	O
ga	O
jual	O
di	O
toko	O
mana	O
gituu	O
yg	O
bs	O
lsg	O
didatengin	O
?	O
Thx	O

Aku	O
jg	O
pake	O
fura	B-BRA
1	O
set..	O
bagus	O
sih	O
produknya	O
.	O
Cuman	O
rontokku	O
ga	O
berkurang	O
nih	O
.	O

kalo	O
masker	O
nya	O
ak	O
biasa	O
jadiin	O
conditioner	O
soalnya	O
ga	O
sempat	O
maskeran	O
.	O
lembut	O
